date.gs,reg_02.gs,마스크,스타킹,스테디셀러,일회용품,"계절성(여름,겨울)",00~19,20~39,40~59,60~99,F,M,temp_max,wind_max,temp_min,temp_avg,rhumid_avg,wa_avg,rain_sum
2016-07-31,1분위수,14.0,42.0,9368.0,371.0,11789.0,862,14301,6281,266,12316,9394,33.1,4.7,26.2,28.9,77.2,1.5,0.9
2016-07-31,2분위수,77.0,119.0,13700.0,660.0,16031.0,1227,21009,7777,757,18665,12105,33.7,3.9,25.8,28.8,79.0,1.3,1.2
2016-07-31,3분위수,42.0,105.0,14061.0,364.0,15534.0,1165,20169,8282,511,18375,11752,33.0,3.6,25.2,28.4,77.0,1.1,0.5
2016-07-31,4분위수,35.0,189.0,32094.0,1242.0,39208.0,2008,51798,17515,1770,42495,30596,33.6,4.0,26.2,29.0,72.0,1.3,0.9
2016-08-01,1분위수,7.0,28.0,8378.0,428.0,10955.0,778,13030,5665,344,10634,9183,32.6,4.3,25.5,28.2,76.5,1.4,1.5
2016-08-01,2분위수,77.0,112.0,12380.0,569.0,15994.0,1262,19457,7529,891,18576,10563,32.6,3.3,25.1,28.0,79.7,1.2,0.0
2016-08-01,3분위수,21.0,56.0,11727.0,407.0,13508.0,987,17474,6442,837,16054,9686,32.2,3.4,24.5,27.4,78.2,1.1,1.2
2016-08-01,4분위수,35.0,224.0,26817.0,1370.0,34259.0,1943,42820,16200,1847,37628,25182,32.7,3.4,25.6,28.2,72.5,1.3,0.4
2016-08-02,1분위수,0.0,56.0,8946.0,294.0,10962.0,828,13921,5967,378,12280,8814,31.6,5.3,24.2,27.1,77.8,1.1,5.6
2016-08-02,2분위수,21.0,105.0,13393.0,591.0,13412.0,1149,20313,7061,574,18229,10868,31.6,3.8,23.4,26.8,81.3,1.1,7.7
2016-08-02,3분위수,28.0,42.0,12424.0,386.0,11870.0,1093,17030,6889,730,15463,10279,31.3,4.1,23.8,26.6,79.4,1.0,5.7
2016-08-02,4분위수,21.0,225.0,31859.0,1420.0,32346.0,2139,48880,17357,1248,42013,27611,32.1,4.2,23.6,27.1,75.5,1.0,13.1
2016-08-03,1분위수,21.0,63.0,9075.0,266.0,12626.0,827,14590,6312,350,12800,9279,34.1,3.4,24.2,29.1,70.2,1.3,0.0
2016-08-03,2분위수,127.0,70.0,13785.0,758.0,16088.0,1008,21365,7867,609,19460,11389,34.1,2.8,24.0,28.8,73.3,1.2,0.0
2016-08-03,3분위수,7.0,63.0,11522.0,386.0,13859.0,1207,16987,6949,701,15941,9903,33.6,2.5,23.2,28.4,71.4,1.1,0.0
2016-08-03,4분위수,70.0,302.0,31146.0,1504.0,40550.0,2020,48733,21212,1677,42460,31182,34.6,2.8,24.6,29.3,64.0,1.2,0.0
2016-08-04,1분위수,7.0,112.0,9340.0,441.0,13619.0,793,14707,7366,653,13189,10330,36.1,3.1,26.1,30.6,65.2,1.4,0.0
2016-08-04,2분위수,35.0,98.0,12194.0,618.0,17966.0,1044,21801,7406,660,18221,12690,35.7,3.1,25.6,30.2,71.0,1.3,0.0
2016-08-04,3분위수,7.0,63.0,12215.0,400.0,15111.0,1066,18263,7780,687,16917,10879,35.3,2.7,24.8,29.6,68.0,1.1,0.0
2016-08-04,4분위수,35.0,288.0,30793.0,1343.0,42162.0,1829,52111,18643,2052,42976,31659,36.1,2.6,26.1,30.7,60.0,1.2,0.0
2016-08-05,1분위수,21.0,14.0,9798.0,315.0,14948.0,820,17172,6670,434,14237,10859,36.4,3.2,26.4,31.1,63.8,1.4,0.0
2016-08-05,2분위수,14.0,133.0,13643.0,561.0,19847.0,1333,23451,8741,680,20999,13206,36.2,3.3,26.2,30.7,68.7,1.3,0.0
2016-08-05,3분위수,7.0,28.0,12479.0,497.0,16364.0,960,19586,7761,1068,17967,11408,36.0,2.6,25.0,30.0,66.2,1.1,0.0
2016-08-05,4분위수,35.0,182.0,33074.0,1392.0,44169.0,2131,55364,19601,1798,46759,32135,36.8,2.7,26.8,31.3,60.0,1.2,0.0
2016-08-06,1분위수,14.0,63.0,9554.0,273.0,13659.0,743,15870,6389,582,13632,9952,34.9,3.7,26.7,30.7,69.8,1.5,0.0
2016-08-06,2분위수,56.0,91.0,14791.0,667.0,19608.0,1170,24906,8541,638,21388,13867,34.8,3.3,26.4,30.1,75.0,1.2,2.2
2016-08-06,3분위수,14.0,77.0,13810.0,541.0,17393.0,1031,21837,8412,618,18888,13010,34.8,3.4,25.3,29.8,71.2,1.2,0.0
2016-08-06,4분위수,49.0,140.0,32866.0,1421.0,46716.0,2664,57225,19231,2149,48644,32625,35.2,3.0,27.0,30.9,63.5,1.3,0.0
2016-08-07,1분위수,0.0,28.0,8782.0,266.0,13630.0,757,14445,7047,457,13052,9654,35.0,3.8,27.2,30.6,63.2,1.7,0.0
2016-08-07,2분위수,7.0,105.0,13101.0,575.0,16509.0,1008,20548,7767,974,18244,12053,35.2,3.0,26.4,30.3,65.7,1.3,0.0
2016-08-07,3분위수,7.0,14.0,13995.0,435.0,18238.0,1243,21678,9404,371,19941,12755,35.0,3.6,25.9,30.0,63.0,1.4,0.0
2016-08-07,4분위수,119.0,133.0,30202.0,1208.0,40293.0,2288,51344,16644,1700,42877,29099,35.4,3.2,27.2,30.7,55.0,1.5,0.0
2016-08-08,1분위수,0.0,91.0,8050.0,407.0,13963.0,1030,13701,7304,476,12667,9844,35.6,4.1,26.5,30.5,69.0,1.6,0.0
2016-08-08,2분위수,7.0,112.0,11976.0,583.0,15524.0,1262,19549,6716,794,18034,10287,35.2,3.8,25.8,30.0,72.0,1.5,0.0
2016-08-08,3분위수,14.0,49.0,11027.0,527.0,14816.0,1023,17910,6911,659,16438,10065,35.0,3.5,24.9,29.4,70.8,1.3,1.6
2016-08-08,4분위수,98.0,302.0,27306.0,1518.0,37855.0,1998,47059,16196,1882,40118,27017,35.6,3.4,26.5,30.4,62.5,1.4,1.0
2016-08-09,1분위수,14.0,35.0,8522.0,386.0,12869.0,870,14897,6208,427,12321,10081,33.9,3.9,26.3,29.3,72.0,1.6,2.2
2016-08-09,2분위수,14.0,105.0,12564.0,647.0,18147.0,1219,23562,7781,667,22274,10955,33.4,3.7,25.9,28.8,74.7,1.6,6.0
2016-08-09,3분위수,7.0,98.0,11154.0,456.0,14528.0,896,17507,7601,772,16742,10034,33.5,3.1,25.1,28.5,76.2,1.3,2.0
2016-08-09,4분위수,77.0,232.0,31432.0,1216.0,35617.0,1909,48252,20076,1318,40751,30804,34.1,3.5,26.3,29.1,69.5,1.4,9.9
2016-08-10,1분위수,7.0,70.0,9069.0,456.0,13276.0,862,15022,6665,329,12284,10594,34.3,4.1,26.1,29.6,70.0,1.8,0.0
2016-08-10,2분위수,211.0,154.0,12493.0,793.0,15818.0,1003,20699,7179,595,17600,11876,34.4,3.5,25.6,29.2,72.0,1.3,0.0
2016-08-10,3분위수,35.0,98.0,11859.0,463.0,14525.0,728,18089,7511,652,16907,10073,34.3,3.4,25.3,29.4,70.6,1.5,0.0
2016-08-10,4분위수,77.0,147.0,30477.0,1364.0,40035.0,1812,48967,19586,1798,41461,30702,34.2,3.2,26.1,29.5,66.0,1.4,0.0
2016-08-11,1분위수,14.0,49.0,8873.0,301.0,16133.0,919,16299,7702,450,14428,10942,36.5,4.0,26.0,30.6,67.2,1.6,0.0
2016-08-11,2분위수,14.0,105.0,12887.0,703.0,18078.0,1058,21765,8263,701,19836,11951,36.3,3.1,25.6,30.2,70.0,1.2,0.0
2016-08-11,3분위수,14.0,70.0,11647.0,357.0,16613.0,897,18891,8219,701,17546,11162,36.0,3.5,24.7,29.8,68.0,1.2,0.0
2016-08-11,4분위수,56.0,245.0,29855.0,1322.0,41380.0,2124,50303,18387,2072,42200,30686,36.6,3.5,26.2,30.6,64.0,1.5,0.0
2016-08-12,1분위수,7.0,56.0,9809.0,364.0,16123.0,987,17437,7648,287,15266,11093,35.6,4.1,26.5,30.4,71.8,1.8,0.0
2016-08-12,2분위수,70.0,105.0,13993.0,618.0,20076.0,1073,23376,9838,596,21312,13571,35.5,2.8,25.8,30.0,74.7,1.2,0.0
2016-08-12,3분위수,21.0,77.0,12253.0,436.0,16007.0,1150,18549,8111,984,17830,10964,35.5,3.2,24.9,29.7,72.8,1.4,0.0
2016-08-12,4분위수,77.0,182.0,31355.0,1441.0,45511.0,1992,55571,18845,2165,47156,31417,35.6,3.3,26.6,30.3,68.0,1.5,0.0
2016-08-13,1분위수,14.0,105.0,10409.0,337.0,14197.0,1023,15950,7767,322,13793,11269,35.0,4.1,27.0,30.2,72.2,2.0,0.0
2016-08-13,2분위수,28.0,119.0,14271.0,737.0,20310.0,1311,24657,8768,743,21086,14393,35.5,3.3,26.4,30.0,73.7,1.4,0.0
2016-08-13,3분위수,14.0,42.0,14035.0,561.0,17986.0,1023,22317,8700,605,19537,13108,34.9,3.5,25.5,29.6,72.8,1.6,0.0
2016-08-13,4분위수,35.0,154.0,33501.0,1446.0,41943.0,1955,51922,21321,1930,44730,32398,35.0,3.6,26.9,30.1,68.0,1.7,0.0
2016-08-14,1분위수,0.0,70.0,10045.0,469.0,13761.0,1051,15675,7408,442,14211,10365,31.8,3.5,27.4,28.9,82.0,1.4,3.2
2016-08-14,2분위수,35.0,56.0,16180.0,625.0,17395.0,889,23709,9257,751,21232,13374,32.2,3.4,27.0,28.7,83.3,1.3,2.7
2016-08-14,3분위수,7.0,70.0,16103.0,477.0,17653.0,1121,23038,9330,1052,21873,12668,31.0,3.2,26.0,28.1,82.8,1.1,4.3
2016-08-14,4분위수,84.0,154.0,35563.0,1385.0,40342.0,2774,55620,18617,1720,47146,31585,32.4,3.5,27.4,29.3,74.5,1.5,0.9
2016-08-15,1분위수,7.0,7.0,8684.0,259.0,12117.0,630,12913,7075,484,12209,8893,34.2,4.2,26.1,29.4,70.5,1.5,0.0
2016-08-15,2분위수,0.0,56.0,13060.0,548.0,17194.0,939,21929,7423,609,18531,12369,34.4,3.1,25.5,29.0,72.3,1.2,0.0
2016-08-15,3분위수,7.0,49.0,13074.0,428.0,15451.0,826,19002,8163,1032,17370,11653,33.9,3.3,25.0,28.7,69.8,1.2,0.0
2016-08-15,4분위수,21.0,77.0,28384.0,1018.0,35300.0,1535,45938,15903,1452,37161,27667,34.5,3.4,26.2,29.5,66.0,1.4,0.0
2016-08-16,1분위수,21.0,63.0,8255.0,372.0,12774.0,813,14775,5448,533,13006,8563,35.2,4.5,26.2,29.8,67.8,1.6,0.1
2016-08-16,2분위수,7.0,70.0,11923.0,632.0,15342.0,924,18948,7239,947,17003,11055,35.0,3.7,25.6,29.3,69.7,1.3,0.1
2016-08-16,3분위수,28.0,84.0,10880.0,484.0,12758.0,1277,15527,6086,1414,14646,9658,34.9,3.7,24.9,28.8,68.2,1.2,0.6
2016-08-16,4분위수,42.0,259.0,26185.0,1456.0,37008.0,1507,44702,17395,1507,37522,27589,35.4,3.9,26.0,29.8,61.5,1.4,1.1
2016-08-17,1분위수,7.0,70.0,8027.0,329.0,12775.0,827,13707,6337,337,12198,9010,34.8,3.8,25.8,30.0,65.2,1.5,0.0
2016-08-17,2분위수,21.0,70.0,12155.0,688.0,15744.0,1078,20388,6834,413,17808,10905,34.5,3.3,25.3,29.4,70.3,1.4,0.3
2016-08-17,3분위수,42.0,63.0,10568.0,485.0,12906.0,938,15881,6727,539,14785,9300,34.2,3.0,24.1,28.8,66.6,1.2,0.1
2016-08-17,4분위수,49.0,287.0,28078.0,1440.0,39302.0,1844,48869,16773,1698,41392,27792,35.0,3.2,26.0,30.0,60.5,1.3,0.0
2016-08-18,1분위수,7.0,63.0,8774.0,357.0,11420.0,750,13438,6033,414,11800,8835,34.2,3.2,26.4,29.7,69.8,1.3,0.2
2016-08-18,2분위수,14.0,91.0,13045.0,653.0,16900.0,869,21303,8026,575,18976,11797,34.4,3.2,25.9,29.3,72.0,1.3,0.8
2016-08-18,3분위수,28.0,77.0,12013.0,364.0,13538.0,1171,17660,6860,504,16014,10181,33.8,3.1,24.8,28.5,71.8,1.0,1.8
2016-08-18,4분위수,63.0,217.0,30606.0,1398.0,36199.0,1775,48161,16694,1860,40090,28400,34.9,2.7,26.7,30.0,62.5,1.2,0.0
2016-08-19,1분위수,14.0,98.0,10489.0,336.0,13618.0,933,16764,7076,429,14714,10488,33.2,3.9,26.8,29.2,75.0,1.2,3.4
2016-08-19,2분위수,14.0,105.0,14369.0,647.0,16253.0,1241,22189,8220,413,19867,12196,32.8,3.7,26.4,29.2,74.3,1.4,0.3
2016-08-19,3분위수,42.0,42.0,12981.0,477.0,13275.0,1262,18370,6927,820,17376,10003,32.3,3.0,25.5,28.4,75.6,1.0,3.1
2016-08-19,4분위수,49.0,407.0,32562.0,1477.0,40453.0,1753,52828,19166,1727,43171,32303,33.4,2.8,27.6,29.9,65.0,1.1,0.0
2016-08-20,1분위수,0.0,35.0,10038.0,365.0,13218.0,813,15371,7108,364,13284,10372,34.7,3.2,26.9,30.2,66.0,1.5,0.0
2016-08-20,2분위수,0.0,161.0,14703.0,715.0,20648.0,1282,24786,9625,541,21318,14916,34.8,3.2,27.0,29.9,66.3,1.7,0.0
2016-08-20,3분위수,35.0,63.0,14006.0,420.0,17406.0,1073,20722,9504,631,19130,12800,34.1,3.2,25.9,29.4,65.6,1.2,0.0
2016-08-20,4분위수,56.0,231.0,32388.0,1377.0,42767.0,2297,54972,17720,1844,46127,30706,35.8,3.2,27.5,30.5,57.0,1.5,0.0
2016-08-21,1분위수,7.0,70.0,8140.0,288.0,12246.0,884,13233,6340,350,11879,8928,35.9,3.6,26.7,30.5,65.2,1.5,0.3
2016-08-21,2분위수,49.0,119.0,12989.0,498.0,17129.0,1361,21274,7701,490,18076,12750,35.9,3.1,26.8,30.1,65.3,1.6,0.0
2016-08-21,3분위수,21.0,77.0,14217.0,497.0,18458.0,1459,22614,8560,665,20261,13037,35.0,3.1,25.4,29.4,65.4,1.3,0.2
2016-08-21,4분위수,28.0,133.0,30205.0,1300.0,39599.0,1910,50476,17777,1684,43305,28542,36.6,3.1,27.1,30.6,56.0,1.3,0.4
2016-08-22,1분위수,28.0,63.0,8078.0,315.0,12847.0,827,13702,6324,527,12620,8760,35.2,4.0,26.0,30.4,64.5,1.7,0.0
2016-08-22,2분위수,35.0,77.0,12280.0,590.0,16018.0,1023,20343,7164,596,17809,11317,34.9,3.4,25.7,29.8,69.0,1.6,0.0
2016-08-22,3분위수,7.0,77.0,11517.0,527.0,13724.0,1081,17290,6519,1138,16263,9765,34.7,3.2,24.6,29.2,65.8,1.3,0.0
2016-08-22,4분위수,28.0,217.0,27037.0,1391.0,34985.0,1892,44906,16334,1897,39081,25948,35.1,3.5,26.2,29.9,59.0,1.4,5.6
2016-08-23,1분위수,35.0,42.0,9350.0,273.0,9593.0,933,13089,5272,350,10864,8780,32.8,3.8,26.1,28.8,69.5,1.6,3.2
2016-08-23,2분위수,0.0,126.0,12680.0,731.0,14123.0,1142,19985,7589,399,18240,10875,33.0,3.7,25.6,28.2,71.7,1.6,3.1
2016-08-23,3분위수,0.0,42.0,12224.0,408.0,13013.0,820,17587,7063,623,16059,10034,32.7,3.3,24.8,27.7,72.8,1.3,2.6
2016-08-23,4분위수,70.0,309.0,31358.0,1259.0,32772.0,1767,48396,15657,1369,41892,25297,33.5,3.5,26.3,29.0,63.5,1.5,1.4
2016-08-24,1분위수,7.0,63.0,9695.0,259.0,11875.0,791,14830,5942,371,12519,9415,33.1,3.3,26.6,29.2,64.2,1.5,0.0
2016-08-24,2분위수,7.0,105.0,12899.0,709.0,13996.0,1198,19942,6022,561,16742,10981,33.1,2.8,25.8,28.6,68.0,1.2,0.1
2016-08-24,3분위수,63.0,84.0,12198.0,350.0,13482.0,1044,17743,6963,455,15777,10428,32.5,2.7,25.1,28.2,66.6,1.2,0.1
2016-08-24,4분위수,28.0,245.0,29984.0,1308.0,34794.0,1753,47233,15922,1486,38715,27679,33.1,2.7,26.4,29.2,58.0,1.4,0.0
2016-08-25,1분위수,7.0,119.0,9769.0,380.0,10667.0,518,15048,6312,371,12689,9560,32.8,4.4,24.0,27.4,74.0,1.6,3.6
2016-08-25,2분위수,14.0,154.0,12567.0,697.0,13451.0,1303,20398,6994,574,18041,11228,33.1,4.0,23.1,27.1,75.7,1.5,4.0
2016-08-25,3분위수,28.0,84.0,11923.0,373.0,12413.0,1085,17903,6798,546,15871,10461,32.7,3.6,22.5,26.6,73.8,1.2,5.0
2016-08-25,4분위수,63.0,266.0,31190.0,1309.0,31729.0,1927,48756,17150,1450,40555,28728,33.1,4.0,23.8,27.7,68.5,1.5,3.7
2016-08-26,1분위수,14.0,35.0,11241.0,280.0,9057.0,813,14444,5111,406,12333,8441,27.7,6.0,20.0,23.0,60.2,2.9,17.0
2016-08-26,2분위수,28.0,154.0,15129.0,603.0,14109.0,1150,20310,8213,497,18078,12092,27.4,6.2,19.6,22.5,63.0,2.8,18.6
2016-08-26,3분위수,49.0,91.0,13489.0,392.0,11914.0,988,17401,7259,441,15816,10273,27.4,5.4,18.2,22.3,62.0,2.3,17.6
2016-08-26,4분위수,35.0,344.0,34766.0,1461.0,31840.0,1649,49834,16232,1362,41109,27968,28.3,4.9,20.1,23.1,57.0,2.2,19.6
2016-08-27,1분위수,14.0,119.0,9873.0,393.0,10722.0,763,14610,5377,399,11716,9433,28.7,4.7,17.5,23.3,48.8,2.4,0.0
2016-08-27,2분위수,21.0,154.0,15819.0,561.0,15525.0,876,23176,7341,736,19579,12550,28.4,4.5,17.5,23.1,49.7,2.4,0.0
2016-08-27,3분위수,14.0,126.0,15201.0,421.0,14293.0,1177,20464,8036,427,17530,12574,28.1,4.2,15.5,22.4,50.8,2.0,0.0
2016-08-27,4분위수,28.0,337.0,37708.0,1440.0,36563.0,2189,53978,17787,2234,45135,31053,29.0,4.2,18.4,23.5,42.0,1.9,0.0
2016-08-28,1분위수,21.0,91.0,10613.0,364.0,8639.0,771,14111,6192,336,12138,9272,24.0,5.6,18.5,20.9,68.2,2.6,2.3
2016-08-28,2분위수,70.0,119.0,15436.0,506.0,12159.0,1346,20802,6910,385,18006,11437,24.3,5.3,18.2,20.8,69.3,2.6,1.9
2016-08-28,3분위수,7.0,119.0,16666.0,462.0,12516.0,1285,20553,8265,623,19225,11501,24.1,4.6,17.6,20.2,69.8,2.0,3.2
2016-08-28,4분위수,28.0,273.0,36443.0,1180.0,29240.0,1846,50872,15283,1585,41121,28465,24.7,4.1,18.8,21.3,60.5,1.8,1.3
2016-08-29,1분위수,7.0,126.0,8736.0,462.0,8751.0,800,12125,4779,378,10196,7886,26.6,4.6,18.0,22.2,60.8,2.0,0.0
2016-08-29,2분위수,14.0,161.0,12447.0,478.0,10948.0,939,16625,5917,567,14374,9674,26.9,4.3,17.3,21.8,63.0,2.0,0.0
2016-08-29,3분위수,35.0,119.0,12544.0,442.0,10402.0,1219,15922,5727,681,14880,8669,26.1,4.2,16.4,21.3,61.6,1.6,0.0
2016-08-29,4분위수,63.0,379.0,29136.0,1335.0,26335.0,1794,39682,13994,1785,33378,23877,27.6,3.6,17.9,22.5,51.5,1.6,0.0
2016-08-30,1분위수,42.0,84.0,9664.0,322.0,7733.0,448,12379,4857,259,9746,8197,24.8,5.0,18.5,21.0,64.5,2.3,0.0
2016-08-30,2분위수,49.0,189.0,14206.0,435.0,11143.0,1057,18408,6263,448,16452,9724,24.7,4.2,17.9,20.7,67.7,2.0,0.0
2016-08-30,3분위수,35.0,126.0,13132.0,456.0,8680.0,967,15667,5452,455,13645,8896,24.7,4.7,16.6,20.3,65.8,1.9,0.0
2016-08-30,4분위수,84.0,484.0,33766.0,1308.0,23548.0,1682,43809,13254,1057,37187,22615,25.0,4.8,18.6,21.2,58.0,2.4,0.0
2016-08-31,1분위수,14.0,140.0,11242.0,280.0,8380.0,693,12548,6872,455,10333,10235,20.5,6.1,16.5,18.4,85.2,3.1,22.7
2016-08-31,2분위수,56.0,182.0,14782.0,336.0,10662.0,1156,17442,7576,553,15354,11373,20.0,4.3,16.2,18.0,88.3,2.2,17.2
2016-08-31,3분위수,28.0,245.0,13226.0,378.0,8516.0,981,16234,5453,434,14054,9048,20.1,4.4,16.3,18.0,88.0,2.2,19.7
2016-08-31,4분위수,84.0,449.0,34525.0,1173.0,20554.0,1736,42907,12896,1243,34781,24001,21.0,5.3,16.4,18.6,83.5,2.9,21.6
2016-09-01,1분위수,28.0,119.0,9587.0,309.0,9599.0,694,12796,5900,287,11337,8340,28.9,7.8,16.4,23.7,73.5,2.6,0.0
2016-09-01,2분위수,63.0,224.0,13333.0,449.0,14117.0,1134,20149,6293,638,17450,10764,29.5,6.4,16.6,23.6,46.2,2.2,0.0
2016-09-01,3분위수,14.0,154.0,11911.0,441.0,11749.0,1324,16763,5762,427,14488,9788,29.0,5.9,15.4,23.3,75.2,1.9,0.0
2016-09-01,4분위수,84.0,498.0,29651.0,1182.0,29022.0,1731,42730,14749,1262,35276,25196,29.7,5.6,17.5,24.4,69.0,2.2,0.0
2016-09-02,1분위수,35.0,133.0,10552.0,364.0,10180.0,735,14484,5716,427,11694,9668,28.6,5.1,20.3,24.1,73.0,2.1,4.4
2016-09-02,2분위수,21.0,245.0,15274.0,709.0,13691.0,1346,20939,7319,490,18994,11100,28.6,4.7,19.7,23.7,75.0,2.3,5.4
2016-09-02,3분위수,21.0,126.0,14136.0,420.0,11972.0,1114,18831,6485,420,15892,10958,28.4,4.3,19.3,23.5,75.0,2.0,6.3
2016-09-02,4분위수,147.0,675.0,34341.0,1356.0,31435.0,2054,48878,16204,1430,40805,27761,28.9,4.3,19.8,24.2,68.0,2.2,7.5
2016-09-03,1분위수,21.0,126.0,10388.0,323.0,11709.0,855,14363,7125,350,13252,9441,28.6,3.3,20.6,24.0,79.0,1.4,0.3
2016-09-03,2분위수,21.0,189.0,15519.0,506.0,16441.0,1395,22556,7989,785,20107,12618,28.5,3.4,20.4,23.7,80.3,1.4,0.4
2016-09-03,3분위수,28.0,203.0,15785.0,533.0,14265.0,1324,20368,8259,926,17576,13301,28.1,2.7,20.2,23.5,79.6,1.1,0.8
2016-09-03,4분위수,84.0,301.0,37355.0,1384.0,39645.0,2575,56040,18615,1784,47155,31859,29.3,3.0,21.0,24.3,72.0,1.4,0.2
2016-09-04,1분위수,14.0,56.0,9855.0,372.0,10792.0,973,14036,5835,245,12339,8750,29.7,3.1,22.3,25.8,76.8,1.2,0.0
2016-09-04,2분위수,14.0,140.0,14337.0,435.0,15989.0,1113,21582,7639,588,18678,12244,29.6,3.2,22.0,25.5,79.7,1.5,0.0
2016-09-04,3분위수,28.0,98.0,14601.0,455.0,14378.0,1233,20089,7418,827,17742,11825,29.2,2.8,21.2,25.1,78.0,1.0,0.0
2016-09-04,4분위수,35.0,294.0,33056.0,1356.0,35610.0,2365,49839,16723,1438,42298,28067,30.1,2.5,22.4,25.9,71.0,1.1,0.0
2016-09-05,1분위수,21.0,98.0,8376.0,323.0,10572.0,960,12725,5417,295,11277,8120,31.1,4.0,23.2,26.5,70.8,1.4,0.0
2016-09-05,2분위수,56.0,197.0,11766.0,646.0,13800.0,1170,18661,6115,533,16135,10344,31.3,3.2,22.6,26.1,73.3,1.3,0.0
2016-09-05,3분위수,14.0,105.0,11523.0,371.0,11995.0,1129,16534,5806,546,14169,9846,30.5,3.4,21.7,25.5,72.2,1.1,0.0
2016-09-05,4분위수,49.0,386.0,27377.0,1222.0,29419.0,1851,41715,13568,1333,34354,24113,31.4,3.2,23.1,26.6,65.0,1.2,0.0
2016-09-06,1분위수,14.0,112.0,9125.0,420.0,9154.0,911,12537,4978,413,10606,8233,29.1,4.0,21.2,24.8,73.0,1.7,0.0
2016-09-06,2분위수,63.0,224.0,14102.0,611.0,14259.0,1248,20177,7351,483,17933,11326,29.6,3.3,21.0,24.7,76.0,1.3,0.0
2016-09-06,3분위수,28.0,84.0,12352.0,344.0,12158.0,1135,17400,6039,399,14668,10305,28.9,3.2,19.7,24.1,75.0,1.2,0.0
2016-09-06,4분위수,84.0,315.0,28910.0,1160.0,29866.0,1698,43492,13819,1354,35485,24878,29.3,3.4,21.4,24.9,68.5,1.5,0.0
2016-09-07,1분위수,182.0,84.0,8656.0,252.0,8713.0,910,12581,4375,182,10066,7982,28.5,3.6,21.2,24.5,75.0,1.5,0.9
2016-09-07,2분위수,126.0,203.0,13953.0,667.0,13449.0,1170,20063,6766,546,17309,11236,28.8,2.7,21.1,24.2,79.3,1.1,1.2
2016-09-07,3분위수,140.0,168.0,12440.0,385.0,10868.0,1163,16332,6388,385,15106,9162,28.7,2.8,19.8,23.7,77.8,1.1,5.3
2016-09-07,4분위수,266.0,436.0,29864.0,1553.0,27774.0,1542,42244,14999,1438,33972,26251,28.5,2.9,21.6,24.5,72.5,1.3,0.2
2016-09-08,1분위수,42.0,119.0,10701.0,315.0,8870.0,890,14307,5850,392,12638,8801,26.2,3.9,21.0,23.1,80.0,1.1,6.1
2016-09-08,2분위수,42.0,231.0,15442.0,752.0,11555.0,1227,21221,7195,815,19159,11299,26.7,3.3,20.0,22.5,82.7,1.0,7.2
2016-09-08,3분위수,49.0,56.0,13299.0,406.0,10464.0,1549,17729,5666,744,15355,10333,26.5,2.9,20.0,22.3,82.2,0.9,3.7
2016-09-08,4분위수,175.0,491.0,32902.0,1272.0,26724.0,1999,46266,14600,1221,37077,27009,26.9,3.7,20.5,23.2,71.0,1.0,11.5
2016-09-09,1분위수,77.0,98.0,11010.0,372.0,10638.0,968,15380,5609,273,12761,9469,29.0,3.9,20.3,23.9,75.0,1.3,0.7
2016-09-09,2분위수,21.0,203.0,15616.0,731.0,14628.0,1071,22420,7148,630,19303,11966,29.0,2.8,19.8,23.5,59.5,1.1,1.0
2016-09-09,3분위수,35.0,154.0,13360.0,512.0,11990.0,1394,17230,6951,539,15910,10204,28.5,2.9,19.0,23.2,77.2,1.0,0.8
2016-09-09,4분위수,77.0,462.0,34214.0,1321.0,31465.0,2075,48835,15705,1296,38817,29094,29.1,3.2,20.6,24.0,69.0,1.2,0.9
2016-09-10,1분위수,21.0,42.0,10239.0,351.0,10551.0,820,13854,6103,427,11907,9297,29.0,3.1,20.2,24.3,70.2,1.2,0.0
2016-09-10,2분위수,21.0,238.0,17228.0,498.0,16209.0,1445,24012,8058,686,21139,13062,28.7,2.8,19.8,23.8,76.3,1.3,0.0
2016-09-10,3분위수,28.0,119.0,16093.0,435.0,14569.0,1297,21331,7859,764,19067,12184,28.2,2.6,18.9,23.4,74.8,1.1,0.0
2016-09-10,4분위수,84.0,401.0,37062.0,1434.0,37740.0,2574,54573,18080,1515,45724,31018,29.2,2.6,20.6,24.3,67.0,1.1,0.0
2016-09-11,1분위수,0.0,112.0,10038.0,280.0,9985.0,735,14041,5295,372,11473,8970,28.1,3.1,22.0,24.5,73.0,1.3,0.2
2016-09-11,2분위수,56.0,189.0,16150.0,400.0,14176.0,1416,21483,7596,532,18411,12616,28.0,3.1,21.5,24.1,74.7,1.4,0.0
2016-09-11,3분위수,28.0,105.0,16878.0,583.0,14177.0,1247,21446,8503,596,19707,12085,27.7,2.7,20.9,23.8,74.6,1.1,0.0
2016-09-11,4분위수,84.0,287.0,37049.0,1293.0,31641.0,2189,51735,15104,1410,41161,29277,28.3,3.1,22.2,24.7,63.5,1.4,0.0
2016-09-12,1분위수,7.0,98.0,9086.0,504.0,8448.0,777,12399,4960,358,10108,8386,28.6,5.6,21.3,23.4,78.2,1.6,7.2
2016-09-12,2분위수,28.0,168.0,13292.0,499.0,12009.0,1515,18960,5641,448,17044,9520,28.9,5.2,21.1,23.3,79.0,1.8,2.6
2016-09-12,3분위수,42.0,140.0,11812.0,518.0,10439.0,1246,16176,5544,385,14404,8947,28.3,4.1,20.3,22.7,78.0,1.2,1.6
